"ARI" "" "" "" "elapsed"
"result.1" 0.835408821184575 0.712267502331369 0.712802888927261 3 28.595
"result.2" 0.9368076546801 0.86682744911013 0.867199874618299 4 27.86
"result.3" 0.929131226480163 0.837297021701517 0.837752118171928 4 26.352
"result.4" 0.924302653157393 0.833534661488679 0.834000242204463 4 27.505
"result.5" 0.937931028293297 0.866841176579055 0.867213573930812 4 28.271
"result.6" 0.915533698696174 0.817941651766879 0.818450906344705 4 26.247
"result.7" 0.946179236188406 0.866690027830714 0.867062901177726 4 27.898
"result.8" 0.937128186205941 0.858954152551395 0.859348621563454 4 25.936
"result.9" 0.834746786139339 0.70715213253535 0.707697024590656 3 26.362
"result.10" 0.911080662460741 0.835034302447645 0.835495601219214 4 28.28
"result.11" 0.831896936208293 0.680423479875502 0.681018135682229 3 26.826
"result.12" 0.925238819385505 0.849570241565574 0.849990931598552 4 27.919
"result.13" 0.847686367163692 0.728510279843726 0.729015444319959 3 25.992
"result.14" 0.918228315012858 0.819646805355634 0.820151215321873 4 29.819
"result.15" 0.903526647540448 0.817737631835913 0.818247356276353 4 27.132
"result.16" 0.91181611257868 0.812504057493115 0.813028457223753 4 26.227
"result.17" 0.825920429151325 0.691436673730248 0.692010833497879 3 25.626
"result.18" 0.915593963033089 0.814782122036493 0.815300485582939 4 26.86
"result.19" 0.924590384464814 0.839610546734064 0.84005908020679 4 28.405
"result.20" 0.894500059596293 0.777695797831319 0.778318046921449 4 25.825
"result.21" 0.944870281039714 0.857077529929234 0.857477236595563 4 26.377
"result.22" 0.934134437714626 0.851047146057333 0.85146370785964 4 25.376
"result.23" 0.936165302836932 0.84508595559483 0.845519220767444 4 26.106
"result.24" 0.9371826633832 0.851970270955781 0.852384579967408 4 26.438
"result.25" 0.919193383233177 0.827191304742883 0.827674693556419 4 27.359
"result.26" 0.922265948132741 0.833570327341711 0.834035814988122 4 27.134
"result.27" 0.946690377097342 0.87789125289866 0.87823312472798 4 27.602
"result.28" 0.952263437030214 0.905141332051256 0.905494153575262 5 25.096
"result.29" 0.916894359794833 0.8270738472525 0.82755799377133 4 26.332
"result.30" 0.961579099944325 0.901184504597565 0.901460878200911 4 25.893
