,ARI,AMI,NMI
0,0.6748661554296581,0.5993204049850899,0.6007587627681918
1,0.6052924965374148,0.5993683828322183,0.6007790044698467
2,0.6488049513665838,0.535621760891368,0.5373126459138281
3,0.7429967188351415,0.6230581007556414,0.6244676698322869
4,0.6716352323583217,0.6154771486246509,0.6168530071160052
5,0.496966150164688,0.5675190065589584,0.5689994074951205
6,0.7054799504482506,0.6143214960642431,0.6157362691754065
7,0.425939919840923,0.4156333263549354,0.4176690410143066
8,0.6085665741590066,0.5394086841606093,0.5410481977388355
9,0.5786547928783194,0.49368602488416913,0.49550780481398665
10,0.7832760758505304,0.6871900100163723,0.6883425115248104
11,0.7532740014826961,0.6315974320226918,0.6329640097162643
12,0.5063846116844906,0.5425169049896014,0.5440963615599763
13,0.7628179233114275,0.6565613448688276,0.65783957888135
14,0.4542291649484934,0.5328766856901631,0.5344705298190248
15,0.68569660182762,0.6035128404487797,0.6049381858783367
16,0.6173726393441765,0.5291799769749125,0.5308856464250358
17,0.701444222571344,0.6166571993052415,0.6180439835221048
18,0.699968175531692,0.5614712113048624,0.5630719538567913
19,0.5849422567723263,0.555709712547049,0.5572772790558135
20,0.402830937139813,0.4549616505597421,0.45682292242394623
21,0.47215514321900764,0.5122425918545899,0.513917384455649
22,0.5281422337414249,0.5858561657611985,0.587283294204781
23,0.7368568076918204,0.6293073438368009,0.6306480609570447
24,0.3968212677209788,0.46969982423427364,0.4715112438460878
25,0.6575728907395448,0.5680235893426916,0.5695930923307327
26,0.720448469111471,0.6282605523338399,0.62960827276575
27,0.7607287746354116,0.6574482093891041,0.6587188726318224
28,0.4607246019012252,0.5140342077721497,0.5157141556101241
29,0.7136308773778132,0.6379669768756338,0.6392859338225144
30,0.369023597935891,0.44875984885604053,0.4506464332221917
31,0.5663106552653382,0.5920887062080057,0.5935085408786683
32,0.6183745282489878,0.5627700298081626,0.5643395072711064
33,0.7459394258603074,0.6399521643951411,0.6412628803337653
34,0.733299832869808,0.6514377574305785,0.6527041588777105
35,0.490686560436176,0.5409240819398651,0.5425131804231346
36,0.683074424000851,0.573448735192996,0.5750120525419893
37,0.4804657158802826,0.5126710694948702,0.5143575006126405
38,0.7623806370400411,0.6722814742931831,0.6734709230292975
39,0.698498149892834,0.5912267266912169,0.5927131747366663
40,0.6108856877121991,0.5492090047946259,0.5508237901275349
41,0.6924715048174385,0.5894797209568362,0.590991006037202
42,0.7016030751004897,0.5815710767586892,0.5830937634934675
43,0.5143059549375226,0.562180683661595,0.5636892490418978
44,0.7060342703789217,0.5888000442685897,0.5902938639421745
45,0.7069973810307355,0.6075521202983927,0.6089719749034428
46,0.4342150714390309,0.5020768327300577,0.5038052138953387
47,0.4796176749821456,0.5626702559032171,0.5641686725503187
48,0.5740984981459742,0.5210473781411836,0.5227509290949218
49,0.7102403657226308,0.6107513895226475,0.6121722054324563
