"ARI" ""
"result.1" 0.351690841875751 4
"result.2" 0.404184609209998 4
"result.3" 0.357474451905835 4
"result.4" 0.395439145706083 4
"result.5" 0.39416490372175 4
"result.6" 0.382303970543879 4
"result.7" 0.341736437992902 5
"result.8" 0.399624023269396 4
"result.9" 0.395940971473286 4
"result.10" 0.367228914137068 4
"result.11" 0.467608584977712 4
"result.12" 0.358049831917966 4
"result.13" 0.395066751866097 4
"result.14" 0.491974461810575 3
"result.15" 0.489804374228034 3
"result.16" 0.347409973391553 4
"result.17" 0.340510237119832 4
"result.18" 0.452890625676313 3
"result.19" 0.395319809845917 4
"result.20" 0.408270758764325 4
"result.21" 0.36782694243628 4
"result.22" 0.465698813943386 3
"result.23" 0.493612503267309 3
"result.24" 0.40877646017947 4
"result.25" 0.475694029390973 4
"result.26" 0.449115787262075 4
"result.27" 0.436005501760602 4
"result.28" 0.408199649925641 4
"result.29" 0.354744806014552 4
"result.30" 0.489929725637609 3
"result.31" 0.407576600291045 4
"result.32" 0.365103644369361 4
"result.33" 0.416934350166903 4
"result.34" 0.373046017137757 5
"result.35" 0.540459316485722 3
"result.36" 0.456785509168154 4
"result.37" 0.343257991866761 6
"result.38" 0.366586418814675 4
"result.39" 0.499792369948828 3
"result.40" 0.347199170504213 4
"result.41" 0.408929041382185 4
"result.42" 0.414705600496448 4
"result.43" 0.290574498619826 5
"result.44" 0.415834267072077 4
"result.45" 0.515673071368148 3
"result.46" 0.352092520733933 4
"result.47" 0.413738700358279 4
"result.48" 0.451781117630028 4
"result.49" 0.37300880201327 4
"result.50" 0.342331153855754 4
