"ARI" ""
"result.1" 0.942849095851534 3
"result.2" 0.970599840702974 3
"result.3" 0.945065874612298 3
"result.4" 0.644907247934795 4
"result.5" 0.96954403125175 3
"result.6" 0.945020469990674 3
"result.7" 0.641374240563599 2
"result.8" 0.65448414312389 2
"result.9" 0.940540095128856 3
"result.10" 0.968043252912515 3
"result.11" 0.95986198217914 4
"result.12" 0.957107303032783 3
"result.13" 0.950674648216208 3
"result.14" 0.951527612472236 3
"result.15" 0.929413898802131 4
"result.16" 0.720965342588356 5
"result.17" 0.922998242777591 3
"result.18" 0.970142594095723 3
"result.19" 0.499032976140041 3
"result.20" 0.972808623095333 3
"result.21" 0.959872872484006 3
"result.22" 0.665281684827792 2
"result.23" 0.711290374657469 4
"result.24" 0.973437811740374 3
"result.25" 0.970473976334373 3
"result.26" 0.477884313346162 2
"result.27" 0.677170232364433 2
"result.28" 0.955682324076922 3
"result.29" 0.941367058364253 3
"result.30" 0.971034171050841 3
"result.31" 0.977421689411508 3
"result.32" 0.950769985192529 3
"result.33" 0.96269068334984 3
"result.34" 0.985945274187838 3
"result.35" 0.972108245497284 3
"result.36" 0.665438919274186 2
"result.37" 0.914805931329851 3
"result.38" 0.979715317996114 3
"result.39" 0.9561708289599 3
"result.40" 0.984218500641973 3
"result.41" 0.54422921049083 2
"result.42" 0.86896726118391 4
"result.43" 0.954921370878308 3
"result.44" 0.631813504204874 3
"result.45" 0.735985472467929 4
"result.46" 0.942903360380733 3
"result.47" 0.674924760424827 2
"result.48" 0.654454941953078 2
"result.49" 0.951931113263641 3
"result.50" 0.679699306382824 2
