"ARI" ""
"result.1" 0.662158739994873 2
"result.2" 0.662018076687147 2
"result.3" 0.644178235994553 2
"result.4" 0.530566550961219 2
"result.5" 0.637634998373144 2
"result.6" 0.454246341771838 2
"result.7" 0.678001105997031 2
"result.8" 0.41422893319649 2
"result.9" 0.940368547160397 3
"result.10" 0.675589508753129 2
"result.11" 0.960355190078647 3
"result.12" 0.646122117834012 2
"result.13" 0.530896985783019 2
"result.14" 0.932424570269517 3
"result.15" 0.61723505456448 2
"result.16" 0.653630898106705 2
"result.17" 0 1
"result.18" 0 1
"result.19" 0.639488729114655 2
"result.20" 0.669787533337817 2
"result.21" 0.651553988947691 2
"result.22" 0 1
"result.23" 0.951924109891367 3
"result.24" 0.964841434336439 3
"result.25" 0.674249408545779 2
"result.26" 0.464350658557249 2
"result.27" 0.970457074269226 3
"result.28" 0.563965106331413 2
"result.29" 0.53306429230139 2
"result.30" 0.68431502185309 2
"result.31" 0.568835617169086 2
"result.32" 0.666754497013649 2
"result.33" 0.968055154383671 3
"result.34" 0.680120478420532 2
"result.35" 0.965431283593698 3
"result.36" 0.549406484664544 2
"result.37" 0.949276922807944 3
"result.38" 0.959212090990399 3
"result.39" 0.672521902936756 2
"result.40" 0.649221404796181 2
"result.41" 0.628233373339316 2
"result.42" 0.546240514329147 2
"result.43" 0.524037039598931 2
"result.44" 0.673091595606371 2
"result.45" 0.629539546105112 2
"result.46" 0.642177807085596 2
"result.47" 0.960109849332702 3
"result.48" 0.631153694565889 2
"result.49" 0.683697096455448 2
"result.50" 0.957341288213587 3
