"ARI" ""
"result.1" 0.992090698015929 3
"result.2" 0.990205724547677 3
"result.3" 0.992095654471579 3
"result.4" 0.980472039229261 3
"result.5" 0.985943227687404 3
"result.6" 0.985655696756246 3
"result.7" 0.986262298038757 3
"result.8" 0.978406610803871 3
"result.9" 0.984209025693634 3
"result.10" 0.984223412331947 3
"result.11" 0.985031930865245 3
"result.12" 0.992497033762594 3
"result.13" 0.982512753654129 3
"result.14" 0.973791930673555 3
"result.15" 0.990039910801058 3
"result.16" 0.985596000262162 3
"result.17" 0.964184857004918 3
"result.18" 0.990542029974109 3
"result.19" 0.987017543744694 3
"result.20" 0.981228754847547 3
"result.21" 0.990201202225428 3
"result.22" 0.966230161286376 3
"result.23" 0.982512753654129 3
"result.24" 0.984217076489153 3
"result.25" 0.988886412121624 3
"result.26" 0.986615678189128 3
"result.27" 0.994316881376707 3
"result.28" 0.986434267029121 3
"result.29" 0.986666912328325 3
"result.30" 0.984954772997924 3
"result.31" 0.988562549898174 3
"result.32" 0.977503803153266 3
"result.33" 0.983907837531669 3
"result.34" 0.978564925356132 3
"result.35" 0.984562837042597 3
"result.36" 0.980628956215394 3
"result.37" 0.979345479503454 3
"result.38" 0.986257823375379 3
"result.39" 0.974825804898107 3
"result.40" 0.97840959685956 3
"result.41" 0.986274021406172 3
"result.42" 0.988155499701011 3
"result.43" 0.97228317604455 3
"result.44" 0.994388011660295 3
"result.45" 0.985131113468331 3
"result.46" 0.975277970735521 3
"result.47" 0.990440313526992 3
"result.48" 0.982167140403888 3
"result.49" 0.980131183275132 3
"result.50" 0.984376698409992 3
