"ARI" "" "" "elapsed"
"result.1" 0.995267833458964 0.991607330282998 0.991658243742605 35.617
"result.2" 0.986661601371781 0.979529279847747 0.979653324232592 34.734
"result.3" 0.987263876618432 0.980634402149139 0.980751808056564 34.334
"result.4" 0.980022317364777 0.968883136036167 0.96907195278712 34.377
"result.5" 0.989769341765814 0.983689969616954 0.983788887723403 34.301
"result.6" 0.986123949512241 0.979355321751336 0.979480475432717 34.379
"result.7" 0.987315127273432 0.978038962507735 0.978171927071711 33.975
"result.8" 0.993661911899081 0.989301246792117 0.989366146704625 34.441
"result.9" 0.988368824243102 0.982628642975795 0.982733933909908 34.192
"result.10" 0.988736405293046 0.982821985808539 0.982926122222078 34.926
"result.11" 0.995038395081216 0.991959808766483 0.99200858394356 34.603
"result.12" 0.988604147174905 0.980890642448996 0.981006565422415 34.401
"result.13" 0.986287936101334 0.981326630609722 0.981439843307471 34.946
"result.14" 0.987935632079042 0.979523721624916 0.979647730407326 34.451
"result.15" 0.991389558907838 0.985164878310691 0.985254876263309 34.168
"result.16" 0.987913763859401 0.981903455890371 0.982013054976904 34.037
"result.17" 0.986501743857687 0.980719678815814 0.980836631932525 33.3689999999999
"result.18" 0.988991745192607 0.982887791907036 0.982991541170295 33.322
"result.19" 0.988060236858156 0.983000296557193 0.983103282989467 33.361
"result.20" 0.982331632531126 0.971867645112038 0.972038235571255 33.338
"result.21" 0.98973712819676 0.983283638933351 0.983385009392789 33.981
"result.22" 0.986908956472584 0.980813978311401 0.980930392589636 33.478
"result.23" 0.994225669867532 0.991266541339055 0.991319468628599 33.523
"result.24" 0.993999725983698 0.990801239447843 0.990856987707674 33.4499999999999
"result.25" 0.99229772229613 0.986971372301999 0.987050426073634 33.54
"result.26" 0.988681858984579 0.983553559993211 0.983653290826767 33.505
"result.27" 0.988112120544462 0.984166606151077 0.984262673940239 33.5709999999999
"result.28" 0.992943821195117 0.987456874673446 0.987532985473482 33.658
"result.29" 0.995245596919174 0.991812346920101 0.991861999102264 33.548
"result.30" 0.991752666111743 0.987102323274557 0.987180581861986 33.7060000000001
"result.31" 0.992713125844056 0.98957216548336 0.989635436132029 33.3489999999999
"result.32" 0.995434810658155 0.991271724218538 0.991324642820719 33.54
"result.33" 0.992259915528029 0.987401091293508 0.987477488688635 33.606
"result.34" 0.992865168173016 0.987133430936672 0.9872114617273 33.634
"result.35" 0.993596450250389 0.989282755558385 0.989347783669801 33.4560000000001
"result.36" 0.99413170494272 0.9897593590979 0.989821472985066 33.6610000000001
"result.37" 0.997378301492786 0.995542308684024 0.995569346035549 33.617
"result.38" 0.992276605813631 0.987335299951231 0.987412077742938 33.586
"result.39" 0.992678769843259 0.988990177021508 0.989056970223094 33.211
"result.40" 0.988358982870033 0.982490333833666 0.982596542988995 33.1130000000001
"result.41" 0.99476515749837 0.993571576051758 0.99361056911569 32.9260000000002
"result.42" 0.987743818650242 0.981147826606887 0.981262222108479 33.2909999999999
"result.43" 0.994563252043067 0.991418062586804 0.991470082507469 33.27
"result.44" 0.997571962183525 0.99567187313772 0.995698134210769 33.2940000000001
"result.45" 0.993025865093999 0.988990994557807 0.989057793771807 33.348
"result.46" 0.984798505578554 0.977389917205319 0.977527013173612 32.6690000000001
"result.47" 0.989491592583188 0.980925456780283 0.981041195038054 32.9110000000001
"result.48" 0.986516792206981 0.979105367001897 0.979232052654598 33.4190000000001
"result.49" 0.983267168470194 0.973581904169444 0.973741848269437 33.098
"result.50" 0.991042182963164 0.984841885402587 0.984933800118165 33.087
